"site","year","species","sex","date","ab","site","year","species","sex"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-06-04,0,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-06-18,0,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-07-13,0,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-07-27,1,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-08-07,1,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus rufocinctus W","F",2015-08-28,0,"Tuttle",2015,"Bombus rufocinctus W","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-05-20,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-06-04,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-06-18,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-07-13,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-07-27,2,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-08-07,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus appositus Q","F",2015-08-28,0,"Tuttle",2015,"Bombus appositus Q","F"
"Tuttle",2015,"Bombus flavifrons M","M",2015-05-20,0,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-06-04,0,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-06-18,0,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-07-13,0,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-07-27,1,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-08-07,2,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus flavifrons M","M",2015-08-28,5,"Tuttle",2015,"Bombus flavifrons M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-05-20,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-06-04,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-06-18,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-07-13,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-07-27,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-08-07,1,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus appositus M","M",2015-08-28,0,"Tuttle",2015,"Bombus appositus M","M"
"Tuttle",2015,"Bombus mixtus W","F",2015-05-20,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-06-04,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-06-18,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-07-13,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-07-27,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-08-07,1,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus mixtus W","F",2015-08-28,0,"Tuttle",2015,"Bombus mixtus W","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-05-20,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-06-04,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-06-18,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-07-13,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-07-27,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-08-07,2,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus flavifrons Q","F",2015-08-28,0,"Tuttle",2015,"Bombus flavifrons Q","F"
"Tuttle",2015,"Bombus bifarius M","M",2015-05-20,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-06-04,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-06-18,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-07-13,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-07-27,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-08-07,0,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus bifarius M","M",2015-08-28,18,"Tuttle",2015,"Bombus bifarius M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-05-20,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-06-04,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-06-18,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-07-13,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-07-27,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-08-07,0,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus fervidus M","M",2015-08-28,1,"Tuttle",2015,"Bombus fervidus M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-05-20,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-06-04,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-06-18,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-07-13,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-07-27,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-08-07,0,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2015,"Bombus insularis M","M",2015-08-28,20,"Tuttle",2015,"Bombus insularis M","M"
"Tuttle",2016,"Bombus bifarius Q","F",2016-05-24,1,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-06-09,3,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-06-23,2,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-07-12,0,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-07-25,0,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-08-09,0,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-08-22,0,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus bifarius Q","F",2016-09-06,0,"Tuttle",2016,"Bombus bifarius Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-05-24,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-06-09,1,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-06-23,1,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-07-12,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-07-25,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-08-09,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-08-22,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus flavifrons Q","F",2016-09-06,0,"Tuttle",2016,"Bombus flavifrons Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-05-24,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-06-09,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-06-23,1,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-07-12,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-07-25,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-08-09,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-08-22,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus rufocinctus Q","F",2016-09-06,0,"Tuttle",2016,"Bombus rufocinctus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-05-24,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-06-09,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-06-23,1,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-07-12,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-07-25,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-08-09,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-08-22,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus frigidus Q","F",2016-09-06,0,"Tuttle",2016,"Bombus frigidus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-05-24,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-06-09,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-06-23,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-07-12,4,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-07-25,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-08-09,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-08-22,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus Q","F",2016-09-06,0,"Tuttle",2016,"Bombus appositus Q","F"
"Tuttle",2016,"Bombus appositus W","F",2016-05-24,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-06-09,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-06-23,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-07-12,6,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-07-25,4,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-08-09,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-08-22,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus appositus W","F",2016-09-06,0,"Tuttle",2016,"Bombus appositus W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-05-24,0,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-06-09,0,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-06-23,0,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-07-12,9,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-07-25,9,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-08-09,1,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-08-22,0,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus bifarius W","F",2016-09-06,0,"Tuttle",2016,"Bombus bifarius W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-05-24,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-06-09,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-06-23,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-07-12,1,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-07-25,1,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-08-09,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-08-22,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus sylvicola W","F",2016-09-06,0,"Tuttle",2016,"Bombus sylvicola W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-05-24,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-06-09,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-06-23,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-07-12,3,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-07-25,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-08-09,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-08-22,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus flavifrons W","F",2016-09-06,0,"Tuttle",2016,"Bombus flavifrons W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-05-24,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-06-09,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-06-23,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-07-12,1,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-07-25,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-08-09,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-08-22,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus nevadensis W","F",2016-09-06,0,"Tuttle",2016,"Bombus nevadensis W","F"
"Tuttle",2016,"Bombus bifarius M","M",2016-05-24,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-06-09,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-06-23,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-07-12,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-07-25,1,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-08-09,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-08-22,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus bifarius M","M",2016-09-06,0,"Tuttle",2016,"Bombus bifarius M","M"
"Tuttle",2016,"Bombus fervidus W","F",2016-05-24,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-06-09,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-06-23,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-07-12,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-07-25,1,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-08-09,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-08-22,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus fervidus W","F",2016-09-06,0,"Tuttle",2016,"Bombus fervidus W","F"
"Tuttle",2016,"Bombus flavifrons M","M",2016-05-24,0,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-06-09,0,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-06-23,0,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-07-12,0,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-07-25,0,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-08-09,1,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-08-22,2,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus flavifrons M","M",2016-09-06,1,"Tuttle",2016,"Bombus flavifrons M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-05-24,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-06-09,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-06-23,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-07-12,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-07-25,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-08-09,2,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-08-22,3,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus insularis M","M",2016-09-06,0,"Tuttle",2016,"Bombus insularis M","M"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-05-24,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-06-09,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-06-23,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-07-12,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-07-25,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-08-09,1,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-08-22,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2016,"Bombus rufocinctus W","F",2016-09-06,0,"Tuttle",2016,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-05-30,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-06-12,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-06-28,3,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-07-12,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-07-27,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-08-10,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus sylvicola Q","F",2017-08-22,0,"Tuttle",2017,"Bombus sylvicola Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-05-30,0,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-06-12,0,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-06-28,1,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-07-12,1,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-07-27,1,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-08-10,2,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus appositus Q","F",2017-08-22,1,"Tuttle",2017,"Bombus appositus Q","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-05-30,0,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-06-12,0,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-06-28,1,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-07-12,0,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-07-27,1,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-08-10,1,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus fervidus W","F",2017-08-22,0,"Tuttle",2017,"Bombus fervidus W","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-05-30,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-06-12,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-06-28,1,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-07-12,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-07-27,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-08-10,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus nevadensis Q","F",2017-08-22,0,"Tuttle",2017,"Bombus nevadensis Q","F"
"Tuttle",2017,"Bombus appositus W","F",2017-05-30,0,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-06-12,0,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-06-28,0,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-07-12,1,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-07-27,2,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-08-10,2,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus appositus W","F",2017-08-22,1,"Tuttle",2017,"Bombus appositus W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-05-30,0,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-06-12,0,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-06-28,0,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-07-12,1,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-07-27,0,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-08-10,0,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus sylvicola W","F",2017-08-22,3,"Tuttle",2017,"Bombus sylvicola W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-05-30,0,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-06-12,0,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-06-28,0,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-07-12,2,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-07-27,63,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-08-10,19,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus bifarius W","F",2017-08-22,23,"Tuttle",2017,"Bombus bifarius W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-05-30,0,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-06-12,0,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-06-28,0,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-07-12,1,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-07-27,3,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-08-10,0,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus rufocinctus W","F",2017-08-22,0,"Tuttle",2017,"Bombus rufocinctus W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-05-30,0,"Tuttle",2017,"Bombus occidentalis W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-06-12,0,"Tuttle",2017,"Bombus occidentalis W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-06-28,0,"Tuttle",2017,"Bombus occidentalis W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-07-12,1,"Tuttle",2017,"Bombus occidentalis W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-07-27,1,"Tuttle",2017,"Bombus occidentalis W","F"
"Tuttle",2017,"Bombus occidentalis W","F",2017-08-10,0,"Tuttle",2017,"Bombus occidentalis W","F"
