"species","sex","site","date","year","dataset","lat","lon","effort","ab","doy"
"Nomada pygmaea","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,2,123
"Andrena erigeniae","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,6,123
"Nomada imbricata","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Nomada illinoensis/sayi","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Lasioglossum hitchensi/weemsi","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,5,123
"Osmia atriventris/pumila","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,2,123
"Osmia collinsiae","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Halictus parallelus","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,2,123
"Nomada luteoloides","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Nomada parva","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Andrena carlini","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,6,123
"Eucera rosae","M","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Nomada maculata","M","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Lasioglossum tegulare","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,2,123
"Andrena miserabilis","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,2,123
"Lasioglossum coreopsis","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Andrena macra","F","MDa8c41dd2",2013-05-03,2013,"mary",38.5291,-76.6988,8,1,123
"Andrena perplexa","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,11,123
"Andrena macra","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,16,123
"Andrena nasonii","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,3,123
"Halictus parallelus","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,6,123
"Colletes thoracicus","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Andrena personata","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,10,123
"Andrena personata","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,6,123
"Andrena nasonii","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Lasioglossum tegulare","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,37,123
"Andrena miserabilis","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Andrena perplexa","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,6,123
"Andrena barbara","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Osmia georgica","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Andrena carlini","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Nomada maculata","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Lasioglossum coreopsis","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Ceratina calcarata/dupla/mikmaqi","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Andrena cressonii","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Andrena banksi","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Ceratina calcarata/dupla/mikmaqi","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,3,123
"Lasioglossum hitchensi/weemsi","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Nomada annulata","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Lasioglossum trigeminum","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Osmia bucephala","M","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Nomada imbricata","F","MD02226b17",2013-05-03,2013,"mary",38.4688,-77.2606,4,1,123
"Augochlorella aurata","F","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,4,184
"Augochlorella aurata","M","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,1,184
"Lasioglossum hitchensi/weemsi","F","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,4,184
"Lasioglossum tegulare","F","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,2,184
"Lasioglossum coreopsis","F","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,1,184
"Lasioglossum illinoense","F","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,1,184
"Melitoma taurea","M","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,1,184
"Ptilothrix bombiformis","M","MDacb2d0fe",2013-07-03,2013,"mary",38.7871,-76.0687,24,1,184
"Lasioglossum gotham","F","MD50e4721c",2011-03-13,2011,"mary",38.8997,-76.678,7.5,1,72
"Lasioglossum versatum","F","MD50e4721c",2011-03-13,2011,"mary",38.8997,-76.678,7.5,1,72
"Andrena erigeniae","F","MD50e4721c",2011-03-13,2011,"mary",38.8997,-76.678,7.5,1,72
"Osmia atriventris/pumila","M","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,19,102
"Lasioglossum trigeminum","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Lasioglossum versatum","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,3,102
"Lasioglossum floridanum","M","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Lasioglossum hitchensi/weemsi","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Lasioglossum puteulanum","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Ceratina calcarata/dupla/mikmaqi","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Osmia collinsiae","M","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Osmia atriventris/pumila","F","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,1,102
"Osmia cornifrons/taurus","M","MD3d6d2e54",2015-04-12,2015,"mary",38.4204,-75.4108,4,3,102
"Ceratina calcarata/dupla/mikmaqi","M","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,2,108
"Osmia atriventris/pumila","M","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,11,108
"Osmia atriventris/pumila","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Lasioglossum callidum","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Augochlorella aurata","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,2,108
"Andrena cressonii","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Lasioglossum hitchensi/weemsi","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Nomada denticulata","M","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Lasioglossum oblongum","F","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Osmia collinsiae","M","MD177c3894",2015-04-18,2015,"mary",38.3307,-76.0567,8,1,108
"Lasioglossum coreopsis","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,5,108
"Osmia georgica","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,14,108
"Osmia atriventris/pumila","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,12,108
"Osmia conjuncta","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Lasioglossum tegulare","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Osmia atriventris/pumila","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,4,108
"Augochlorella aurata","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,2,108
"Ceratina calcarata/dupla/mikmaqi","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Andrena erigeniae","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Ceratina strenua","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,2,108
"Lasioglossum pilosum","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,2,108
"Osmia cornifrons/taurus","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Osmia bucephala","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Apis mellifera","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Ceratina strenua","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,2,108
"Osmia collinsiae","M","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Lasioglossum lustrans","F","MDf782953e",2015-04-18,2015,"mary",38.3367,-75.4993,8,1,108
"Osmia atriventris/pumila","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,2,108
"Osmia bucephala","M","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Agapostemon virescens","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Osmia georgica","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Lasioglossum creberrimum","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,2,108
"Osmia atriventris/pumila","M","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,8,108
"Lasioglossum oblongum","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,2,108
"Lasioglossum callidum","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Osmia cornifrons/taurus","M","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Osmia georgica","M","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,5,108
"Apis mellifera","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Osmia collinsiae","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Bombus impatiens","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Augochlorella aurata","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Habropoda laboriosa","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Andrena carlini","F","MD293603a2",2015-04-18,2015,"mary",38.3309,-75.4931,8,1,108
"Lasioglossum pilosum","F","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,1,108
"Andrena cressonii","M","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,1,108
"Osmia atriventris/pumila","M","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,12,108
"Osmia cornifrons/taurus","M","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,1,108
"Osmia atriventris/pumila","F","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,6,108
"Osmia georgica","M","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,1,108
"Habropoda laboriosa","M","MDccdcb690",2015-04-18,2015,"mary",38.2846,-75.4746,8,1,108
"Calliopsis andreniformis","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,4,143
"Lasioglossum versatum","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,3,143
"Agapostemon virescens","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,3,143
"Lasioglossum lustrans","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,2,143
"Osmia atriventris/pumila","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Lasioglossum pilosum","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,4,143
"Lasioglossum bruneri","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Halictus ligatus/poeyi","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,10,143
"Hoplitis pilosifrons/producta","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Ceratina calcarata/dupla/mikmaqi","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,3,143
"Lasioglossum callidum","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Lasioglossum coreopsis","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Lasioglossum trigeminum","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,2,143
"Lasioglossum pectorale","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Nomada imbricata","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Andrena nasonii","F","MDe9830b60",2015-05-23,2015,"mary",38.1566,-75.3974,6.5,1,143
"Ceratina calcarata/dupla/mikmaqi","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,9,143
"Calliopsis andreniformis","M","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,2,143
"Andrena nasonii","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Ceratina calcarata/dupla/mikmaqi","M","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Halictus ligatus/poeyi","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,2,143
"Osmia atriventris/pumila","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Agapostemon virescens","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,2,143
"Hoplitis pilosifrons/producta","M","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Megachile brevis/mendica","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Augochlorella aurata","F","MD48c7e713",2015-05-23,2015,"mary",38.1578,-75.3805,6,1,143
"Andrena nasonii","M","MD1e7603e9",2015-05-23,2015,"mary",38.1181,-75.4039,5,1,143
"Augochlorella aurata","F","MD1e7603e9",2015-05-23,2015,"mary",38.1181,-75.4039,5,2,143
"Ceratina calcarata/dupla/mikmaqi","F","MD1e7603e9",2015-05-23,2015,"mary",38.1181,-75.4039,5,5,143
"Osmia sandhouseae","F","MD1e7603e9",2015-05-23,2015,"mary",38.1181,-75.4039,5,1,143
"Agapostemon virescens","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,72,143
"Halictus ligatus/poeyi","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,4,143
"Lasioglossum bruneri","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,2,143
"Osmia collinsiae","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Ceratina calcarata/dupla/mikmaqi","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Augochlorella aurata","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,4,143
"Hoplitis pilosifrons/producta","M","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Ceratina strenua","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,3,143
"Lasioglossum pectorale","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Lasioglossum trigeminum","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,3,143
"Lasioglossum versatum","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Lasioglossum pilosum","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,2,143
"Halictus parallelus","F","MDb0a35094",2015-05-23,2015,"mary",38.2821,-75.448,7.75,1,143
"Andrena nasonii","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Andrena imitatrix/morrisonella","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Lasioglossum creberrimum","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,2,143
"Hoplitis spoliata","M","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Lasioglossum trigeminum","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Halictus ligatus/poeyi","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Andrena miserabilis","F","MD28394d5c",2015-05-23,2015,"mary",38.2997,-75.4394,8.25,1,143
"Ceratina strenua","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Lasioglossum hitchensi/weemsi","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Lasioglossum coreopsis","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,3,143
"Calliopsis andreniformis","M","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,4,143
"Ceratina calcarata/dupla/mikmaqi","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,2,143
"Lasioglossum creberrimum","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Augochlorella aurata","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,8,143
"Halictus ligatus/poeyi","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,5,143
"Lasioglossum callidum","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Osmia georgica","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Lasioglossum pilosum","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,2,143
"Lasioglossum coreopsis","M","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,1,143
"Lasioglossum tegulare","F","MDf782953e",2015-05-23,2015,"mary",38.3367,-75.4993,9.83333333333333,2,143
"Lasioglossum creberrimum","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,3,143
"Halictus ligatus/poeyi","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,1,143
"Augochlorella aurata","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,2,143
"Osmia georgica","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,1,143
"Andrena ilicis","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,1,143
"Apis mellifera","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,1,143
"Osmia collinsiae","F","MD293603a2",2015-05-23,2015,"mary",38.3309,-75.4931,9.83333333333333,1,143
"Lasioglossum callidum","F","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Ceratina calcarata/dupla/mikmaqi","F","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,4,143
"Colletes brevicornis","F","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Megachile brevis/mendica","M","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Megachile addenda","M","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Augochlorella aurata","F","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Osmia georgica","F","MDccdcb690",2015-05-23,2015,"mary",38.2846,-75.4746,8.91666666666667,1,143
"Agapostemon virescens","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Osmia atriventris/pumila","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Megachile brevis/mendica","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Augochlorella aurata","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,6,157
"Lasioglossum hitchensi/weemsi","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,10,157
"Andrena nasonii","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,66,157
"Andrena macra","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,37,157
"Lasioglossum versatum","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,7,157
"Lasioglossum trigeminum","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,4,157
"Halictus confusus","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Andrena cressonii","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Nomada imbricata","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Nomada articulata","M","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Andrena perplexa","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,7,157
"Andrena vicina","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Lasioglossum cressonii","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,2,157
"Lasioglossum callidum","F","MDa93a6674",2015-06-06,2015,"mary",38.8913,-76.5491,6,1,157
"Nomada imbricata","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Nomada articulata","M","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Augochlorella aurata","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,2,157
"Andrena perplexa","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,7,157
"Andrena macra","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,4,157
"Lasioglossum hitchensi/weemsi","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,16,157
"Lasioglossum versatum","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,12,157
"Lasioglossum imitatum","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,3,157
"Andrena nasonii","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,40,157
"Andrena robertsonii","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Lasioglossum trigeminum","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,2,157
"Lasioglossum platyparium","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Lasioglossum tegulare","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,2,157
"Andrena personata","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,2,157
"Calliopsis andreniformis","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Calliopsis andreniformis","M","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,2,157
"Lasioglossum fuscipenne","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Lasioglossum cressonii","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Lasioglossum coreopsis","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Agapostemon virescens","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,7,157
"Megachile brevis/mendica","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Nomada affabilis","F","MD9b26adef",2015-06-06,2015,"mary",38.8944,-76.5521,6,1,157
"Andrena macra","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,7,157
"Andrena perplexa","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,6,157
"Andrena vicina","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Lasioglossum hitchensi/weemsi","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,14,157
"Lasioglossum imitatum","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Lasioglossum tegulare","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Andrena nasonii","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,12,157
"Halictus ligatus/poeyi","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,2,157
"Andrena cressonii","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,3,157
"Augochlorella aurata","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Stelis lateralis","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Calliopsis andreniformis","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Lasioglossum versatum","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,2,157
"Lasioglossum oblongum","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Lasioglossum pilosum","F","MD6fadcfd3",2015-06-06,2015,"mary",38.8875,-76.5549,5.75,1,157
"Andrena perplexa","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,7,157
"Andrena macra","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,3,157
"Osmia atriventris/pumila","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,1,157
"Lasioglossum fuscipenne","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,1,157
"Andrena nasonii","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,27,157
"Ceratina strenua","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,5,157
"Lasioglossum imitatum","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,2,157
"Lasioglossum hitchensi/weemsi","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,3,157
"Lasioglossum cressonii","F","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,1,157
"Calliopsis andreniformis","M","MDac67bf5b",2015-06-06,2015,"mary",38.8883,-76.5522,5.58333333333333,4,157
